"Factsheet Id","Workspace Id","Workspace Name","Display Name","Category","Release","Technopedia Status","Technopedia External Id","Asset Provider","Asset Edition","Asset Version","Asset Manufacturer","Asset Name","Asset External Id","Asset Taxonomy Id","LTLS Id","LTLS Full Name","LTLS Base Name","LTLS Version","LTLS Provider Name","LTLS Edition","Tech Stack Name","Technolot LTLS Id","Migration Success Flag","Migration Comment"
"94798d35-495e-4c2d-8b08-77e6f718bd03","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","fitnesse.org FitNesse 20200205","software","20200205","LINKED","sw_764786984",,,"20200205","fitnesse.org","fitnesse.org FitNesse 20200205","764786984",,"lx_ITC_002626","FitNesse 20200205","FitNesse","20200205","FitNesse","","Software Development / Application Testing and QA","None",false,
"6573e25c-5292-4635-8479-be97c78eb744","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","FSLogix FSLogix Apps 2 (2.9)","software","2 (2.9)","LINKED","sw_619734136",,,"2 (2.9)","FSLogix","FSLogix Apps 2 (2.9)","619734136",,"lx_ITC_018794","FSLogix Apps 2.9","FSLogix Apps","2.9","FSLogix","","IT Management / IT Asset Management","None",false,
"1c5d57d0-7827-4ca3-962f-099f4562b34f","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","Fujitsu ETERNUS CD CD10000","hardware","CD10000","LINKED","hw_86018070",,,"CD10000","Fujitsu","Fujitsu ETERNUS CD CD10000","86018070","19889410","lx_ITC_016184","Fujitsu ETERNUS CD10000","ETERNUS","CD10000","Fujitsu","","Storage / Storage Area Networks (SAN)","None",false,
"b78a97cf-bea5-462a-b58f-40419f3a9e1f","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","Fujitsu PRIMEQUEST 2000 Series 2800B2","hardware","2800B2","LINKED","hw_179384966",,,"2800B2","Fujitsu","Fujitsu PRIMEQUEST 2000 Series 2800B2","179384966","19889368","lx_ITC_002703","Fujitsu PRIMEQUEST 2000 Series 2800B2","PRIMEQUEST 2000 Series","2800B2","Fujitsu","","Computers / Servers","None",false,
"f78899f3-ff7f-473a-871b-bec5112e2c82","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","GFI Software LANguard 2014 (11.3)","software","2014 (11.3)","LINKED","sw_77003685",,,"2014 (11.3)","GFI Software","GFI Software LANguard 2014 (11.3)","77003685","23239175","lx_ITC_016101","GFI Software LANguard 2014 11.3","LANguard 2014","11.3","GFI Software","","Security / Vulnerability Management","None",false,
"69e69534-c26d-4be6-8b4f-a48966eae8d3","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","GigaSpaces Cloudify 3 (3.0)","software","3 (3.0)","LINKED","sw_162128940",,,"3 (3.0)","GigaSpaces","GigaSpaces Cloudify 3 (3.0)","162128940",,"lx_ITC_016185","GigaSpaces Cloudify 3.0","Cloudify","3.0","GigaSpaces","","Middleware / Application Servers","None",false,
"c552dcc0-ed2f-4bde-b3f2-775d5188ba6d","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","Good Technology Messaging Server 7 (7.0)","software","7 (7.0)","LINKED","sw_30104449",,,"7 (7.0)","Good Technology","Good Technology Messaging Server 7 (7.0)","30104449","19892844","lx_ITC_001549","BlackBerry Messaging Server 7.0","Messaging Server","7.0","BlackBerry","","Security / Data Security and Encryption","None",false,
"fdbf0abb-53a8-46d4-975a-11dba0937a01","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","Google Angular 10.0","software","10.0","LINKED","sw_764786943",,,"10.0","Google","Google Angular 10.0","764786943","19892800","lx_ITC_002742","Google Angular 10.0","Angular","10.0","Google","","Software Development / Application Architecture and Design","None",false,
"1448b7b5-491f-48b5-9d6d-b2b6f3a6dcc4","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","Google Angular 11.0","software","11.0","LINKED","sw_764788091",,,"11.0","Google","Google Angular 11.0","764788091","19892850","lx_ITC_013834","Google Angular 11.0","Angular","11.0","Google","","Software Development / Application Architecture and Design","None",false,
"a5db8eba-86fc-47ea-a45e-0a2f349e25d1","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","Google AngularJS 1 (1.3)","software","1 (1.3)","LINKED","sw_116449960",,,"1 (1.3)","Google","Google AngularJS 1 (1.3)","116449960","19892850","lx_ITC_015418","Google Angular 1.3","Angular","1.3","Google","","Software Development / Application Architecture and Design","None",false,
"50d8be94-d25e-40d3-8b5b-ea11fdce80f8","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","Google AngularJS 1.8.x","software","1.8.x","LINKED","sw_764787435",,,"1.8.x","Google","Google AngularJS 1.8.x","764787435","19892850","lx_ITC_010633","Google AngularJS 1.8.0","AngularJS","1.8.0","Google","","Software Development / Application Architecture and Design","None",false,
"2370c6ef-7d57-41bf-9e69-bfbf4b5c59fd","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","Google Chrome 70 (70.0)","software","70 (70.0)","LINKED","sw_606507922",,,"70 (70.0)","Google","Google Chrome 70 (70.0)","606507922","19892830","lx_ITC_011530","Google Chrome 70.0.3538.67","Chrome","70.0.3538.67","Google","","Productivity / Web Browsers","None",false,
"a3b0a451-3600-44c2-bcbf-928d36b6dcb9","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","Google Maps JavaScript API 3 (3.24)","software","3 (3.24)","LINKED","sw_231158315",,,"3 (3.24)","Google","Google Maps JavaScript API 3 (3.24)","231158315","19892870","lx_ITC_011386","Google Maps JavaScript API 3.24","Maps JavaScript API","3.24","Google","","Utilities / Other Utilities","None",false,
"32d62d88-f68f-4721-ae1d-4e2a6e3fba42","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","Google Search Appliance Mini","hardware","Mini","LINKED","hw_180364038",,,"Mini","Google","Google Search Appliance Mini","180364038","114623864","lx_ITC_016231","Google Search Appliance Mini","Search Appliance Mini","","Google","","Computing Appliances / Search Appliances","None",false,
"296f5022-0793-4adb-8d05-1ec59b9bf25e","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","GrapeCity ActiveReports 10 (10.0)","software","10 (10.0)","LINKED","sw_227227012",,,"10 (10.0)","GrapeCity","GrapeCity ActiveReports 10 (10.0)","227227012","19889418","lx_ITC_016115","GrapeCity ActiveReports 10.0","ActiveReports","10.0","GrapeCity","","Business Intelligence (BI) / Business Metrics and Reporting Tools","None",false,
"f192ff4b-6dd6-4cb3-8190-10fcfaa92f0d","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","GROUP Business Software Retirement Manager 2 (2.0)","software","2 (2.0)","LINKED","sw_514720249",,,"2 (2.0)","GROUP Business Software","GROUP Business Software Retirement Manager 2 (2.0)","514720249",,"lx_ITC_016120","GROUP Business Software Retirement Manager 2.0","Retirement Manager","2.0","GROUP Business Software","","IT Management / IT Asset Maintenance & Support","None",false,
"cd814723-2e92-4da8-8858-966c813df177","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","GSX Groupware Solutions Analyzer 9 (9.2)","software","9 (9.2)","LINKED","sw_518056875",,,"9 (9.2)","GSX Groupware Solutions","GSX Groupware Solutions Analyzer 9 (9.2)","518056875",,"lx_ITC_016121","GSX Groupware Solutions Analyzer 9.2","Analyzer","9.2","GSX Groupware Solutions","","IT Management / Alerts and Monitoring Tools","None",false,
"40c3f7a8-3c86-47c2-b06a-a643a6274b1a","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","Guidewire Software ClaimCenter 7 (7.0)","software","7 (7.0)","LINKED","sw_48565712",,,"7 (7.0)","Guidewire Software","Guidewire Software ClaimCenter 7 (7.0)","48565712","19892761","lx_ITC_016128","Guidewire Software ClaimCenter 7.0","ClaimCenter","7.0","Guidewire Software","","Finance / Insurance","None",false,
"01cd1119-b8ba-47c6-b4f5-819942c8f8b9","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","Guidewire Software InsuranceSuite 8 (8.0)","software","8 (8.0)","LINKED","sw_564401708",,,"8 (8.0)","Guidewire Software","Guidewire Software InsuranceSuite 8 (8.0)","564401708",,"lx_ITC_016124","Guidewire Software InsuranceSuite 8.0","InsuranceSuite","8.0","Guidewire Software","","Finance / Insurance","None",false,
"1b0002df-2ba3-4f82-acda-bf54d2155baf","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","Hewlett Packard Enterprise Application Performance Management 9.30","software","9.30","LINKED","sw_250986274",,,"9.30","Hewlett Packard Enterprise","Hewlett Packard Enterprise Application Performance Management 9.30","250986274","","lx_ITC_002841","Hewlett Packard Enterprise Application Performance Management 9.3","Application Performance Management","9.3","Hewlett Packard Enterprise","","IT Management / Alerts and Monitoring Tools","None",false,
"89ffb6a8-d8b9-4735-84fc-81d01c5c04c2","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","Hewlett Packard Enterprise Asset Manager 5.0 (5.1)","software","5.0 (5.1)","LINKED","sw_236471094",,,"5.0 (5.1)","Hewlett Packard Enterprise","Hewlett Packard Enterprise Asset Manager 5.0 (5.1)","236471094","19892783","lx_ITC_015554","Hewlett Packard Enterprise Asset Manager 5.1","Asset Manager","5.1","Hewlett Packard Enterprise","","IT Management / IT Asset Management","None",false,
"d4ebcb4b-ef87-41e9-8a1c-81e3805b4b75","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","Hewlett Packard Enterprise Operations Manager Server 9.0","software","9.0","LINKED","sw_236471946",,,"9.0","Hewlett Packard Enterprise","Hewlett Packard Enterprise Operations Manager Server 9.0","236471946","19892783","lx_ITC_015557","Hewlett Packard Enterprise Operations Manager 9.0","Operations Manager","9.0","Hewlett Packard Enterprise","","IT Management / IT Asset Management","None",false,
"35b91c99-075e-4101-a3d1-d07c2ad7bc2b","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","Hewlett Packard Enterprise Operations Orchestration 10.0 (10.20)","software","10.0 (10.20)","LINKED","sw_313824538",,,"10.0 (10.20)","Hewlett Packard Enterprise","Hewlett Packard Enterprise Operations Orchestration 10.0 (10.20)","313824538","19892754","lx_ITC_015558","Hewlett Packard Enterprise Operations Orchestration 10.2","Operations Orchestration","10.2","Hewlett Packard Enterprise","","Enterprise Content Management (ECM) / Workflow and Business Process Management","None",false,
"5c8bb5b4-6ddc-4096-8ee8-3ec192f84a41","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","Hewlett Packard Enterprise Service Manager Service Catalog 9 (9.3)","software","9 (9.3)","LINKED","sw_236471583",,,"9 (9.3)","Hewlett Packard Enterprise","Hewlett Packard Enterprise Service Manager Service Catalog 9 (9.3)","236471583","19892848","lx_ITC_016233","Hewlett Packard Enterprise Service Manager Service Catalog 9.3","Service Manager Service Catalog","9.3","Hewlett Packard Enterprise","","Service / Help and Service Desk","None",false,
"8007423b-55b7-43e4-98e8-53a44f945240","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","Hewlett-Packard Company Business Service Management (BSM) 9 (9.22)","software","9 (9.22)","LINKED","sw_64800800",,,"9 (9.22)","Hewlett-Packard Company","Hewlett-Packard Company Business Service Management (BSM) 9 (9.22)","64800800","19892783","lx_ITC_016234","HP Business Service Management (BSM) 9.22","Business Service Management (BSM)","9.22","HP","","IT Management / IT Asset Management","None",false,
"67870892-133a-45fb-8cc0-2aa95d4d7d8b","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","Hewlett-Packard Company Operations Manager Agent 12.0","software","12.0","LINKED","sw_223698754",,,"12.0","Hewlett-Packard Company","Hewlett-Packard Company Operations Manager Agent 12.0","223698754",,"lx_ITC_002997","Hewlett Packard Enterprise Operations Manager Agent 12.0","Operations Manager Agent","12.0","Hewlett Packard Enterprise","","IT Management / Alerts and Monitoring Tools","None",false,
"4c3b90fe-014d-491d-a20b-65fcfa74176c","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","Hewlett-Packard Company Operations Orchestration 9.0","software","9.0","LINKED","sw_20066943",,,"9.0","Hewlett-Packard Company","Hewlett-Packard Company Operations Orchestration 9.0","20066943","19892754","lx_ITC_003002","Hewlett Packard Enterprise Operations Orchestration 9.0","Operations Orchestration","9.0","Hewlett Packard Enterprise","","Enterprise Content Management (ECM) / Workflow and Business Process Management","None",false,
"1a0ff437-16e8-4e6d-8674-22dfdf9efb87","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","Hortonworks Ambari 2 (2.4)","software","2 (2.4)","LINKED","sw_542806756",,,"2 (2.4)","Hortonworks","Hortonworks Ambari 2 (2.4)","542806756",,"lx_ITC_014734","Cloudera Ambari 2.4","Ambari","2.4","Cloudera","","IT Management / Alerts and Monitoring Tools","None",false,
"4475758b-e1a1-432b-b963-2630494d9736","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","Hortonworks Ambari 2 (2.5)","software","2 (2.5)","LINKED","sw_542806731",,,"2 (2.5)","Hortonworks","Hortonworks Ambari 2 (2.5)","542806731",,"lx_ITC_014735","Cloudera Ambari 2.5","Ambari","2.5","Cloudera","","IT Management / Alerts and Monitoring Tools","None",false,
"ce374b2c-3997-4bfc-af56-2e2613513bdf","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","Hortonworks Ambari 2 (2.6)","software","2 (2.6)","LINKED","sw_542806711",,,"2 (2.6)","Hortonworks","Hortonworks Ambari 2 (2.6)","542806711",,"lx_ITC_014736","Cloudera Ambari 2.6","Ambari","2.6","Cloudera","","IT Management / Alerts and Monitoring Tools","None",false,
"3655c28b-4e3f-4368-9fd2-41275589fb9b","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","Hortonworks Ambari 2 (2.7)","software","2 (2.7)","LINKED","sw_643036248",,,"2 (2.7)","Hortonworks","Hortonworks Ambari 2 (2.7)","643036248",,"lx_ITC_014737","Cloudera Ambari 2.7","Ambari","2.7","Cloudera","","IT Management / Alerts and Monitoring Tools","None",false,
"c1da671f-eea0-4720-b888-c9681055bbc5","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","Hortonworks Data Platform (HDP) 2 (2.0)","software","2 (2.0)","LINKED","sw_61427146",,,"2 (2.0)","Hortonworks","Hortonworks Data Platform (HDP) 2 (2.0)","61427146","19892857","lx_ITC_014739","Cloudera Data Platform 2.0","Data Platform","2.0","Cloudera","","Storage Management / Storage Resource Management","None",false,
"39d53309-7aa5-4807-a5cf-8db63b86dae1","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","Hortonworks Data Platform (HDP) 2 (2.3)","software","2 (2.3)","LINKED","sw_123171805",,,"2 (2.3)","Hortonworks","Hortonworks Data Platform (HDP) 2 (2.3)","123171805","19892857","lx_ITC_014740","Cloudera Data Platform 2.3","Data Platform","2.3","Cloudera","","Storage Management / Storage Resource Management","None",false,
"92938094-4cd0-4c14-8de3-f16428830863","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","Hortonworks Data Platform (HDP) 2 (2.4)","software","2 (2.4)","LINKED","sw_188040016",,,"2 (2.4)","Hortonworks","Hortonworks Data Platform (HDP) 2 (2.4)","188040016","19892857","lx_ITC_014983","Cloudera Data Platform 2.4","Data Platform","2.4","Cloudera","","Storage Management / Storage Resource Management","None",false,
"a2eccc59-7d0e-4b96-a8e1-664df6382744","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","Hortonworks Data Platform (HDP) 2 (2.5)","software","2 (2.5)","LINKED","sw_275017423",,,"2 (2.5)","Hortonworks","Hortonworks Data Platform (HDP) 2 (2.5)","275017423","19892857","lx_ITC_014984","Cloudera Data Platform 2.5","Data Platform","2.5","Cloudera","","Storage Management / Storage Resource Management","None",false,
"7d579324-4fbb-4cdf-b0a5-025f5ad67051","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","Hortonworks Data Platform (HDP) 2 (2.6)","software","2 (2.6)","LINKED","sw_402928578",,,"2 (2.6)","Hortonworks","Hortonworks Data Platform (HDP) 2 (2.6)","402928578","19892857","lx_ITC_014985","Cloudera Data Platform 2.6","Data Platform","2.6","Cloudera","","Storage Management / Storage Resource Management","None",false,
"4d8cba4b-82f2-45d6-a1af-dd3b8daad046","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","Hortonworks DataFlow (HDF) 1 (1.2)","software","1 (1.2)","LINKED","sw_277430642",,,"1 (1.2)","Hortonworks","Hortonworks DataFlow (HDF) 1 (1.2)","277430642",,"lx_ITC_014741","Cloudera DataFlow 1.2","DataFlow","1.2","Cloudera","","Enterprise Content Management (ECM) / Workflow and Business Process Management","None",false,
"7eee5594-748b-4283-806f-79c66e5c0719","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","Hortonworks DataFlow (HDF) 2 (2.0)","software","2 (2.0)","LINKED","sw_277430651",,,"2 (2.0)","Hortonworks","Hortonworks DataFlow (HDF) 2 (2.0)","277430651",,"lx_ITC_014742","Cloudera DataFlow 2.0","DataFlow","2.0","Cloudera","","Enterprise Content Management (ECM) / Workflow and Business Process Management","None",false,
"a26bf220-668e-4c99-bcc5-57099406dc61","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","Hortonworks DataFlow (HDF) 3 (3.0)","software","3 (3.0)","LINKED","sw_438696741",,,"3 (3.0)","Hortonworks","Hortonworks DataFlow (HDF) 3 (3.0)","438696741",,"lx_ITC_014738","Cloudera DataFlow 3.0","Cloudera DataFlow","3.0","Cloudera","","Enterprise Content Management (ECM) / Workflow and Business Process Management","None",false,
"e89f2a2c-fb24-4595-b684-acc2239d54aa","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","Hummingbird Exceed 2008 (13.0)","software","2008 (13.0)","LINKED","sw_14941042",,,"2008 (13.0)","Hummingbird","Hummingbird Exceed 2008 (13.0)","14941042","19892784","lx_ITC_016313","OpenText Hummingbird Exceed 2008 13.0","Hummingbird Exceed 2008","13.0","OpenText","","IT Management / IT Asset Maintenance & Support","None",false,
"2e64ab54-0013-4936-8cb9-f98e2497c5c9","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","IBM CICS Transaction Server for z/OS 4 (4.2)","software","4 (4.2)","LINKED","sw_679935495",,,"4 (4.2)","IBM","IBM CICS Transaction Server for z/OS 4 (4.2)","679935495","19889419","lx_ITC_003318","IBM CICS Transaction Server for z/OS 4.2","CICS Transaction Server for z/OS","4.2","IBM","","Business Intelligence (BI) / Business Performance Management","None",false,
"18168e62-0f86-479c-8fa7-d2267af4dfd7","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","IBM COBOL (COBOL Complier) 3 (AIX) (3.4)","software","3 (AIX) (3.4)","LINKED","sw_30281731",,,"3 (AIX) (3.4)","IBM","IBM COBOL (COBOL Complier) 3 (AIX) (3.4)","30281731",,"lx_ITC_016187","IBM COBOL Complier for AIX 3.4","COBOL Complier for AIX","3.4","IBM","","Software Development / Compiler and Decompiler","None",false,
"7b0c9863-4189-440c-83e4-6bda015c57c4","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","IBM Cognos (Business Intelligence Suite) 10.0 (10.2)","software","10.0 (10.2)","LINKED","sw_38603465",,,"10.0 (10.2)","IBM","IBM Cognos (Business Intelligence Suite) 10.0 (10.2)","38603465",,"lx_ITC_003328","IBM Cognos Business Intelligence 10.2","Cognos Business Intelligence","10.2","IBM","","Business Intelligence (BI) / Business Intelligence (BI) Suites","None",false,
"df3ba4b8-ac79-4043-9af5-b01a9060ddba","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","IBM Cognos (Business Intelligence Suite) 11 (11.0)","software","11 (11.0)","LINKED","sw_269516844",,,"11 (11.0)","IBM","IBM Cognos (Business Intelligence Suite) 11 (11.0)","269516844",,"lx_ITC_003325","IBM Cognos Analytics 11.0","Cognos Analytics","11.0","IBM","","Business Intelligence (BI) / Business Intelligence (BI) Suites","None",false,
"61fa1459-0b3f-4b0d-aff3-eb5e7588e21f","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","IBM Cognos (Business Intelligence Suite) 8.0 (8.4)","software","8.0 (8.4)","LINKED","sw_7249242",,,"8.0 (8.4)","IBM","IBM Cognos (Business Intelligence Suite) 8.0 (8.4)","7249242",,"lx_ITC_003331","IBM Cognos Business Intelligence 8.4","Cognos Business Intelligence","8.4","IBM","","Business Intelligence (BI) / Business Intelligence (BI) Suites","None",false,
"4a842b51-7a94-445e-b004-630d3358078c","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","IBM Datacap 9 (9.1)","software","9 (9.1)","LINKED","sw_176004692",,,"9 (9.1)","IBM","IBM Datacap 9 (9.1)","176004692","19892752","lx_ITC_016435","IBM Datacap 9.1","Datacap","9.1","IBM","","Enterprise Content Management (ECM) / Document Capturing and Imaging","None",false,
"f79617dd-cd1f-43bd-a01f-ae5aabcfdf21","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","IBM Information Management - Cognos Express 9 (9.0)","software","9 (9.0)","LINKED","sw_43038632",,,"9 (9.0)","IBM","IBM Information Management - Cognos Express 9 (9.0)","43038632","23239177","lx_ITC_016188","IBM Information Management - Cognos Express 9.0","Information Management - Cognos Express","9.0","IBM","","Business Intelligence (BI) / Business Intelligence (BI) Suites","None",false,
"d22ea07a-3f1f-4281-bc33-979c3e6c1646","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","IBM Information Management - DB2 Connect 8.0 (8.5)","software","8.0 (8.5)","LINKED","sw_45426346",,,"8.0 (8.5)","IBM","IBM Information Management - DB2 Connect 8.0 (8.5)","45426346","19892857","lx_ITC_016436","IBM Information Management - DB2 Connect 8.5","Information Management - DB2 Connect","8.5","IBM","","Storage Management / Storage Resource Management","None",false,
"b87edc8c-e7a9-4bf2-93cd-18b090a07109","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","IBM Information Management - DB2 DB2 10.1","software","10.1","LINKED","sw_29126908",,,"10.1","IBM","IBM Information Management - DB2 10.1","29126908","19892739","lx_ITC_003425","IBM Information Management - DB2 10.1","Information Management - DB2","10.1","IBM","","Database Management Systems (DBMS) / Relational Database","None",false,
"0f374e05-eea5-4f4d-ad1c-ec3348059b9e","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","IBM Information Management - DB2 DB2 Advanced Enterprise Server 11 (11.1)","software","11 (11.1)","LINKED","sw_222366910",,"Advanced Enterprise Server","11 (11.1)","IBM","IBM Information Management - DB2 DB2 Advanced Enterprise Server 11 (11.1)","222366910","19892739","lx_ITC_018795","IBM Information Management - DB2 Advanced Enterprise Server 11.1","Information Management - DB2 Advanced Enterprise Server","11.1","IBM","","Database Management Systems (DBMS) / Relational Database","None",false,
"40dc3822-146f-4120-9bd5-9cfaaf6b7472","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","IBM Information Management - FileNet P8 (P8 Platform) 5.0","software","5.0","LINKED","sw_45414141",,,"5.0","IBM","IBM Information Management - FileNet P8 (P8 Platform) 5.0","45414141","19892752","lx_ITC_003379","IBM FileNet P8 Platform 5.0","FileNet P8 Platform","5.0","IBM","","Enterprise Content Management (ECM) / Document Capturing and Imaging","None",false,
"9ddaf20d-baf7-4b2d-bf12-d4104005d037","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","IBM Information Management - InfoSphere Business Glossary Anywhere 11 (11.3)","software","11 (11.3)","LINKED","sw_191102041",,,"11 (11.3)","IBM","IBM Information Management - InfoSphere Business Glossary Anywhere 11 (11.3)","191102041","19892751","lx_ITC_016190","IBM Information Management - InfoSphere 11.3","Information Management - InfoSphere","11.3","IBM","","Enterprise Content Management (ECM) / Document and Records Management","None",false,
"9385c269-ade0-49f4-b7cd-18db24f3dabd","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","IBM Information Management - InfoSphere DataStage 8 (8.7)","software","8 (8.7)","LINKED","sw_158689752",,,"8 (8.7)","IBM","IBM Information Management - InfoSphere DataStage 8 (8.7)","158689752","19889420","lx_ITC_016191","IBM Information Management - InfoSphere DataStage 8.7","Information Management - InfoSphere DataStage","8.7","IBM","","Business Intelligence (BI) / Data Mining and Warehousing","None",false,
"321a03bb-d9fa-4162-b08a-600da7ce5d9e","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","IBM Information Management - InfoSphere DataStage and QualityStage Designer 11 (11.7)","software","11 (11.7)","LINKED","sw_577433308",,,"11 (11.7)","IBM","IBM Information Management - InfoSphere DataStage and QualityStage Designer 11 (11.7)","577433308","19889420","lx_ITC_016202","IBM InfoSphere DataStage and QualityStage Designer 11.7","InfoSphere DataStage and QualityStage Designer","11.7","IBM","","Business Intelligence (BI) / Data Mining and Warehousing","None",false,
"79ee622f-1fbb-45ae-bf6d-9cb6f1903363","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","IBM Information Management - InfoSphere Information Server 8.0 (8.7)","software","8.0 (8.7)","LINKED","sw_25011522",,,"8.0 (8.7)","IBM","IBM Information Management - InfoSphere Information Server 8.0 (8.7)","25011522","19892800","lx_ITC_016203","IBM InfoSphere Information Server 8.7","InfoSphere Information Server","8.7","IBM","","Middleware / Enterprise Integration","None",false,
"24d6934b-52f9-441a-8229-d8d0e85ae30a","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","IBM Information Management - InfoSphere Information Server Enterprise 11 (11.7)","software","11 (11.7)","LINKED","sw_604004231",,"Enterprise","11 (11.7)","IBM","IBM Information Management - InfoSphere Information Server Enterprise 11 (11.7)","604004231","19892800","lx_ITC_016204","IBM InfoSphere Information Server Enterprise 11.7","InfoSphere Information Server Enterprise","11.7","IBM","","Middleware / Enterprise Integration","None",false,
"a9df6058-a158-4f0c-a44f-a184f4e82ef8","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","IBM Information Management - InfoSphere QualityStage Server 8.0 (8.7)","software","8.0 (8.7)","LINKED","sw_41147415",,,"8.0 (8.7)","IBM","IBM Information Management - InfoSphere QualityStage Server 8.0 (8.7)","41147415","19892800","lx_ITC_016205","IBM InfoSphere QualityStage Server 8.7","InfoSphere QualityStage Server","8.7","IBM","","Middleware / Enterprise Integration","None",false,
"0eb6990b-caf9-4315-95e4-0a0b0bf0ef84","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","IBM Kenexa BrassRing on Cloud 1 (1.0)","software","1 (1.0)","LINKED","sw_178564918",,,"1 (1.0)","IBM","IBM Kenexa BrassRing on Cloud 1 (1.0)","178564918","19892778","lx_ITC_003506","IBM Kenexa BrassRing on Cloud 1.0","Kenexa BrassRing on Cloud","1.0","IBM","","Human Resources Management (HRM) / Recruitment & Training","None",false,
"3fadf4ff-7479-4e0c-8f58-d7dceb9bdd04","4228d34d-7aa7-43bb-9c32-c0318cb488fc","munichreSandbox","IBM LEI 8.0 (8.5)","software","8.0 (8.5)","LINKED","sw_6344069",,,"8.0 (8.5)","IBM","IBM Lotus Enterprise Integrator (for Domino) 8.0 (8.5)","6344069","19892800","lx_ITC_002776","HCL Technologies Lotus Enterprise Integrator for Domino 8.5","Lotus Enterprise Integrator for Domino","8.5","HCL Technologies","","Middleware / Enterprise Integration","None",false,
